Address,Latitude,Longitude
ROHINI SEC-18,28.7413557,77.1323967
SHAHBAD DAIRY,28.7436709,77.1270451
BARWALA,30.6179342,76.97873825
BAWANA,28.79966,77.0328847
AUCHANDI BORDER,28.8020986,77.031699
KATEWARA,28.8017596,76.9790313
SHIVAJI STADIUM,28.6288963,77.2113218
MINTO ROAD,36.951252,-121.762461
DELHI GATE,28.6392174,77.2407795
RED FORT,28.65608095,77.24079592
ISBT,30.11294325,78.29572465
GTB NAGAR,28.6981333,77.2063998
MODEL TOWN -II,28.707334,77.1885231
ADARSH NAGAR,28.7165805,77.1704223
BUDH PUR,28.7816996,77.1410657
ALIPUR,23.2825909,77.77736714
DURGA MANDIR,23.6645817,87.692137
ALI PUR GARHI,32.5719637,74.0868839
MINDA FARM,-33.4577209,142.5262061
HOLAMBI KHURD,28.7973245,77.0952098
HOLAMBI KALAN,28.8070269,77.0967976
DELHI GATE,28.6392174,77.2407795
RED FORT,28.65608095,77.24079592
CLOCK TOWER,30.3243226,78.0418634
RP BAGH,34.1461494,74.8250822
BARA BAGH,22.5739543,88.34501521
ADARSH NAGAR,28.7165805,77.1704223
KHERA KHURD,28.7756713,77.09844241
J.L.NEHRU STADIUM,11.0055654,76.9689748
BHARTI NAGAR,28.5967192,77.2287497
SHAHJAHAN RD,28.6037685,77.2244183
SUPREME COURT,28.6216268,77.23908618
DELHI GATE,28.6392174,77.2407795
RAJ GHAT,28.644154,77.24983778
GTB NAGAR,28.6981333,77.2063998
MODEL TOWN -II,28.707334,77.1885231
ADARSH NAGAR,28.7165805,77.1704223
BUDH PUR,28.7816996,77.1410657
ALIPUR,23.2825909,77.77736714
KHAM PUR,51.513349,-0.117887
TIKRI KHURD,26.4039021,78.74133916
A-9 NARELA,23.2872689,77.14979839
A-5/6 NARELA,22.8102057,77.39222567
ASHOK VIHAR CROSSING,28.7019197,77.1653293
WPD,-38.2158244,144.3061193
C-BLK SARASWATI VIHAR,28.70084435,77.13392269
KARALA,58.26233235,21.9066064
Old Delhi RAILWAY Station,28.6609277,77.2276494
ICE FACTORY,28.4185068,77.31438608
CLOCK TOWER,30.3243226,78.0418634
RP BAGH,34.1461494,74.8250822
BARA BAGH,22.5739543,88.34501521
ADARSH NAGAR,28.7165805,77.1704223
BUDH PUR,28.7816996,77.1410657
ALIPUR,23.2825909,77.77736714
DURGA MANDIR,23.6645817,87.692137
SHAHPUR GARHI,28.8196612,77.1064429
BANKNER,27.9879156,77.8120851
OLD DELHI RAILWAY STATION,28.6609277,77.2276494
ISBT KASHMERE GATE,28.6695174,77.2321699
ICE FACTORY,28.4185068,77.31438608
CLOCK TOWER,30.3243226,78.0418634
R.P. BAGH,-20.170037,57.50770558
BARA BAGH,22.5739543,88.34501521
ADARSH NAGAR,28.7165805,77.1704223
BUDH PUR,28.7816996,77.1410657
SHAHPUR GARHI,28.8196612,77.1064429
BHORGARH,28.8266282,77.10008227
NEW ANAJ MANDI,26.48622895,76.73178818
VISHAL BAGH,28.6409016,77.2118997
SANOTH VILLAGE,28.8144762,77.0735685
ADARSH NAGAR,28.7165805,77.1704223
KHERA KALAN,26.3434746,77.5630267
KHERA KHURD,28.7756713,77.09844241
SHAHPUR GARHI,28.8196612,77.1064429
NARELA .,23.18614405,77.56889176
JLN STADIUM,9.99719035,76.30083562
BHARTI NAGAR,28.5967192,77.2287497
SHAHJAHAN RD.,28.6037685,77.2244183
KRISHI BHAWAN,28.614871,77.212476
REGAL,45.4068106,-94.8452502
SARAI ROHILLA,28.6678728,77.1902673
GULABI BAGH,31.5786745,74.3641646
RP BAGH,34.1461494,74.8250822
BARA BAGH,22.5739543,88.34501521
ADARSH NAGAR,28.7165805,77.1704223
E-BLK JAHANGIR PURI .,28.7428538,77.15907922
BHARTI NAGAR,28.5967192,77.2287497
SHAHJAHAN RD.,28.6037685,77.2244183
KRISHI BHAWAN,28.614871,77.212476
REGAL,45.4068106,-94.8452502
SARAI ROHILLA .,28.6678728,77.1902673
GULABI BAGH,31.5786745,74.3641646
BARA BAGH,22.5739543,88.34501521
ADARSH NAGAR,28.7165805,77.1704223
ISBT,30.11294325,78.29572465
ICE FACTORY,28.4185068,77.31438608
CLOCK TOWER,30.3243226,78.0418634
SHAKTI NAGAR N. PARK,12.984076,77.5798482
GULABI BAGH,31.5786745,74.3641646
E-BLK SHASTRI NAGAR,28.9553961,77.73641068
B-3 KESHAV PURAM,28.6873352,77.15796303
WAZIR PUR DEPOT,28.7246928,77.1518297
C-BLK SARASWATI VIHAR,28.70084435,77.13392269
OLD DELHI RAILWAY STATION,28.6609277,77.2276494
ICE FACTORY,28.4185068,77.31438608
CLOCK TOWER,30.3243226,78.0418634
R.P. BAGH,-20.170037,57.50770558
BARA BAGH,22.5739543,88.34501521
A-BLK. SHALIMAR BAGH,26.8944013,75.75270495
BH-BLK. SHALIMAR BAGH,28.7147354,77.1572729
KENDRIYA TERMINAL,28.619499,77.2060548
DELHI GATE,28.6392174,77.2407795
RED FORT,28.65608095,77.24079592
ISBT (KASHMIRI GATE),28.6686522,77.23068305
G.T.B. NAGAR,10.200758,76.3868484
NIRANKARI COLONY,28.71657115,77.2064187
BURARI,11.469906,13.757859
KENDRIYA TERMINAL,28.619499,77.2060548
PATEL CHOWK,28.6229664,77.214031
MANDI HOUSE,28.6256122,77.2341966
DELHI GATE,28.6392174,77.2407795
RAJ GHAT,28.644154,77.24983778
VIJAY GHAT,28.6559318,77.24710458
GTB NAGAR,28.6981333,77.2063998
MODEL TOWN-II,28.707334,77.1885231
ADARSH NAGAR,28.7165805,77.1704223
ROHINI SEC-18,28.7413557,77.1323967
SHAHBAD DAIRY,28.7436709,77.1270451
BARWALA,30.6179342,76.97873825
BAWANA,28.79966,77.0328847
AUCHANDI BORDER,28.8020986,77.031699
QUTABGARH,28.80271675,76.95569766
MORI GATE TERMINAL,28.6661191,77.2216526
GTB NAGAR,28.6981333,77.2063998
MODEL TOWN-II,28.707334,77.1885231
ADARSH NAGAR,28.7165805,77.1704223
ESI HOSP. ROHINI,28.72792825,77.12577486
ROHINI SEC-16,28.7162092,77.1170743
SHAHBAD DAIRY,28.7436709,77.1270451
BARWALA,30.6179342,76.97873825
BAWANA,28.79966,77.0328847
ISBT,30.11294325,78.29572465
GTB NAGAR,28.6981333,77.2063998
NIRANKARI COLONY,28.71657115,77.2064187
BURARI,11.469906,13.757859
MORI GATE,28.664203,77.2237393
GTB NAGAR,28.6981333,77.2063998
MODEL TOWN -II,28.707334,77.1885231
ADARSH NAGAR,28.7165805,77.1704223
BUDH PUR,28.7816996,77.1410657
ALIPUR,23.2825909,77.77736714
BAKAULI,28.0199378,81.6554078
KHAM PUR,51.513349,-0.117887
SINGHOLA,28.8435566,77.1234043
Narela A/5-6,23.2872689,77.14979839
Old Delhi RAILWAY Station,28.6609277,77.2276494
ICE FACTORY,28.4185068,77.31438608
CLOCK TOWER,30.3243226,78.0418634
RP BAGH,34.1461494,74.8250822
BARA BAGH,22.5739543,88.34501521
ADARSH NAGAR,28.7165805,77.1704223
BUDH PUR,28.7816996,77.1410657
ALI PUR,31.9674195,72.5131314
OLD DELHI RAILWAY STATION,28.6609277,77.2276494
ICE FACTORY,28.4185068,77.31438608
CLOCK TOWER,30.3243226,78.0418634
RP BAGH,34.1461494,74.8250822
BARA BAGH,22.5739543,88.34501521
ADARSH NAGAR,28.7165805,77.1704223
BADLI RAILWAY STATION,28.7446411,77.1382701
SHYAM GIRI MANDIR,28.6741453,77.2475597
SEELAM PUR,28.6855429,77.2615922
NAND NAGARI DEPOT,28.6991007,77.3061771
ANAND GRAM,28.6888237,77.3220459
KENDRIYA TERMINAL.,28.619499,77.2060548
REGAL,45.4068106,-94.8452502
DELHI GATE,28.6392174,77.2407795
RED FORT,28.65608095,77.24079592
ISBT,30.11294325,78.29572465
SHYAM GIRI MANDIR,28.6741453,77.2475597
BHAJAN PURA,26.722537,78.4308385
C-4 YAMUNA VIHAR,28.7006347,77.28338903
NAND NAGRI DEPOT,28.69780895,77.30570108
HARSH VIHAR,29.2301117,79.5092869
MORI GATE,28.664203,77.2237393
SHYAM GIRI MANDIR,28.6741453,77.2475597
SEELAM PUR,28.6855429,77.2615922
SWARN CINEMA,28.6626675,77.2862452
HP DEPOT,1.28315255,103.8055447
KALYAN PURI,28.6159271,77.317636
MORI GATE,28.664203,77.2237393
SHYAM GIRI MANDIR,28.6741453,77.2475597
SEELAM PUR,28.6855429,77.2615922
SWARN CINEMA,28.6626675,77.2862452
HP DEPOT,1.28315255,103.8055447
PAPER MARKET,24.85434685,67.00876993
DB GUPTA MKT,28.6179148,76.9767772
GURU GOBIND SINGH MARG,30.8001469,75.9110473
ICE FACTORY,28.4185068,77.31438608
MALKA GANJ,28.6774863,77.2078843
UNIVERSITY,28.58877995,-81.19813446
B.R.HOSPITAL,31.013061,75.789532
NANAK SAR,52.80886635,-2.104158481
BHAJAN PURA,26.722537,78.4308385
C-4 YAMUNA VIHAR,28.7006347,77.28338903
NAND NAGRI DEPOT,28.69780895,77.30570108
GTB HOSPITAL,28.6832783,77.30964685
DILSHAD GARDEN,28.6806819,77.3220645
SURYA NAGAR,28.6685246,77.3307037
ANAND VIHAR ISBT,28.6490523,77.3182836
KENDRIYA TERMINAL,28.619499,77.2060548
REGAL,45.4068106,-94.8452502
VIVEKANAND MARG,21.6402398,69.6161302
DELHI GATE,28.6392174,77.2407795
RED FORT,28.65608095,77.24079592
ISBT,30.11294325,78.29572465
SHYAM GIRI MANDIR,28.6741453,77.2475597
SEELAM PUR,28.6855429,77.2615922
NAND NAGARI DEPOT,28.6988502,77.3063045
HARSH VIHAR,29.2296962,79.5106004
DELHI GATE,28.6392174,77.2407795
RED FORT,28.65608095,77.24079592
ISBT KASHMERE GATE,28.6695174,77.2321699
SEELAM PUR,28.6855429,77.2615922
KAMLA MKT,28.6786683,77.2072566
DELHI GATE,28.6392174,77.2407795
RED FORT,28.65608095,77.24079592
ISBT,30.11294325,78.29572465
SHYAM GIRI MANDIR,28.6741453,77.2475597
SEELAM PUR,28.6855429,77.2615922
SHYAM LAL COLLEGE (SHAHDARA),28.6740386,77.28165534
DILSHAD GARDEN GT ROAD,28.6758798,77.3116919
KASHMIRI GATE ISBT,28.6695174,77.2321699
RED FORT,28.65608095,77.24079592
DELHI GATE,28.6392174,77.2407795
VIVEKANAND MARG,21.6402398,69.6161302
SEELAM PUR,28.6855429,77.2615922
SHYAM GIRI MANDIR,28.6741453,77.2475597
. ISBT,30.11294325,78.29572465
ICE FACTORY,16.84768815,96.12059763
WEST PATEL NAGAR,28.6519279,77.162923
ICE FACTORY,16.84768815,96.12059763
DAYA BASTI,28.6676302,77.1804922
ZAKHIRA,28.6671672,77.1681872
P.B. TERMINAL,22.4695648,-79.7327882
PEERA GARHI,28.6798074,77.0926793
ICE FACTORY,16.84768815,96.12059763
GURU GOVIND SINGH MARG,28.6531973,77.2023515
SARAI ROHILLA,28.6678728,77.1902673
ZAKHIRA,28.6671672,77.1681872
P.B. TERMINAL,22.4695648,-79.7327882
PEERA GARHI,28.6798074,77.0926793
SWARN PARK,24.5447322,73.68616145
MORI GATE  TERMINAL,28.6661191,77.2216526
SHYAM GIRI MANDIR,28.6741453,77.2475597
SEELAM PUR,28.6855429,77.2615922
SHYAM LAL COLLEGE (SHAHDARA),28.6740386,77.28165534
DILSHAD GARDEN GT RD,28.6758798,77.3116919
SURYA NAGAR,28.6685246,77.3307037
ANAND VIHAR ISBT.,28.6490523,77.3182836
BALAK RAM HOSPITAL,28.70521875,77.22520483
NANAKSAR,30.5396886,74.8396562
BHAJAN PURA,26.722537,78.4308385
DAYAL PUR,28.3030001,77.3883122
KARAWAL NAGAR,28.7311406,77.2747898
SHYAM GIRI MANDIR,28.6741453,77.2475597
KHAJOORI,24.5963778,76.9476842
CRPF,26.78531975,80.9064411
KARAWAL NAGAR PUSTA,28.7320073,77.2481906
ICE FACTORY,16.84768815,96.12059763
GURU GOBIND SINGH MARG,30.8001469,75.9110473
SARAI ROHILLA,28.6678728,77.1902673
ZAKHIRA,28.6671672,77.1681872
P.B.TERMINAL,22.4695648,-79.7327882
PEERA GARHI,28.6798074,77.0926793
ICE FACTORY,16.84768815,96.12059763
GG SINGH MARG,28.6279006,77.2086619
SARAI ROHILLA,28.6678728,77.1902673
ZAKHIRA,28.6671672,77.1681872
P.B.TERMINAL,22.4695648,-79.7327882
ZAKHIRA,28.6671672,77.1681872
SHASTRI NAGAR  E BLK.,28.9553961,77.73641068
GULABI BAGH,31.5786745,74.3641646
SHAKTI NAGAR,24.1229471,82.7045864
KHALSA COLLEGE,31.63488565,74.83506087
BALAK RAM HOSP.,28.70521875,77.22520483
NANAK SAR,52.80886635,-2.104158481
NAND NAGARI  CC,28.6975174,77.3067991
HARSH VIHAR,29.2296962,79.5106004
TILAK NAGAR,28.6365482,77.0964961
MUKHARJI PARK,23.0111095,72.5316614
RAJA GARDEN,28.652182,77.1263056
MOTI NAGAR,28.657859,77.1424288
ZAKHIRA,28.6671672,77.1681872
SHASTRI NAGAR  E BLK.,28.9553961,77.73641068
GULABI BAGH,31.5786745,74.3641646
SHAKTI NAGAR,24.1229471,82.7045864
KHALSA COLLEGE,31.63488565,74.83506087
BALAK RAM HOSPITAL,28.70521875,77.22520483
NANAK SAR,52.80886635,-2.104158481
NAND NAGARI  CC,28.6975174,77.3067991
HARSH VIHAR,29.2296962,79.5106004
ASHOK VIHAR CROSSING,28.7019197,77.1653293
MODEL TOWN-II,28.707334,77.1885231
GTB NAGAR,28.6981333,77.2063998
BR HOSP.,11.1460635,78.5950492
NANAK SAR,52.80886635,-2.104158481
BHAJAN PURA,26.722537,78.4308385
C-4 YAMUNA VIHAR,28.7006347,77.28338903
NAND NAGARI DEPOT,28.6988502,77.3063045
ANAND VIHAR ISBT,28.6490523,77.3182836
SURYA NAGAR,28.6685246,77.3307037
DILSHAD GARDEN GT RD,28.6758798,77.3116919
SHYAM LAL COLLEGE (SHAHDARA),28.6740386,77.28165534
SEELAM PUR,28.6855429,77.2615922
SHYAM GIRI MANDIR,28.6741453,77.2475597
ICE FACTORY,16.84768815,96.12059763
GURU GOBIND SINGH MARG,30.8001469,75.9110473
SARAI ROHILLA,28.6678728,77.1902673
ZAKHIRA,28.6671672,77.1681872
PEERA GARHI,28.6798074,77.0926793
ANAND VIHAR ISBT,28.6490523,77.3182836
SURYA NAGAR,28.6685246,77.3307037
DILSHAD GARDEN GT RD,28.6758798,77.3116919
SHYAM LAL COLLEGE (SHAHDARA),28.6740386,77.28165534
SEELAM PUR,28.6855429,77.2615922
SHYAM GIRI MANDIR,28.6741453,77.2475597
ICE FACTORY,16.84768815,96.12059763
GURU GOBIND SINGH MARG,30.8001469,75.9110473
SARAI ROHILLA,28.6678728,77.1902673
ZAKHIRA,28.6671672,77.1681872
PEERA GARHI,28.6798074,77.0926793
SWARN PARK,24.5447322,73.68616145
GHEVRA VILLAGE,26.5945234,72.7905393
SHIVAJI STADIUM,28.6288963,77.2113218
DELHI GATE,28.6392174,77.2407795
RED FORT,28.65608095,77.24079592
SHYAM GIRI MANDIR,28.6741453,77.2475597
SEELAM PUR,28.6855429,77.2615922
SHYAM LAL COLLEGE (SHAHDARA),28.6740386,77.28165534
DILSHAD GARDEN GT RD.,28.6758798,77.3116919
SEEMA PURI.,28.6985971,77.31126858
ISBT,30.11294325,78.29572465
ICE FACTORY,16.84768815,96.12059763
CLOCK TOWER,30.3243226,78.0418634
BARA BAGH,22.5739543,88.34501521
ASHOK VIHAR CROSSING,28.7019197,77.1653293
.  WAZIR PUR DEPOT,28.7246928,77.1518297
.  C-BLK. SARASWATI VIHAR,28.70084435,77.13392269
BUDH VIHAR,28.6322297,77.400109
KARALA,58.26233235,21.9066064
KANJHAWALA,28.7358173,77.0043151
MORI GATE,28.664203,77.2237393
SHYAM GIRI MANDIR,28.6741453,77.2475597
BHAJAN PURA,26.722537,78.4308385
YAMUNA VIHAR C-4,28.7006347,77.28338903
C-4 YAMUNA VIHAR,28.7006347,77.28338903
BHAJAN PURA,26.722537,78.4308385
NANAK SAR,52.80886635,-2.104158481
BURARI CROSSING,28.7285944,77.1993251
C-BLK SARASWATI VIHAR,28.70084435,77.13392269
PEERA GARHI,28.6798074,77.0926793
JWALA PURI,28.67748,77.078186
MORI GATE TERMINAL,28.6661191,77.2216526
CRPF CAMP,22.1003444,85.28795732
Mori Gate,28.664203,77.2237393
BR HOSPITAL,0.3577902,6.7242358
NANAK SAR,52.80886635,-2.104158481
CHAUHAN PATTI.,26.697545,83.991272
Delhi Gate,28.6392174,77.2407795
Red Fort,28.65608095,77.24079592
ISBT,30.11294325,78.29572465
BR HOSPITAL,0.3577902,6.7242358
NANAK SAR,52.80886635,-2.104158481
JAHANGIR PURI E-BLK.,28.7246062,77.1654915
ADARSH NAGAR,28.7165805,77.1704223
MODEL TOWN-II,28.707334,77.1885231
GTB NAGAR,28.6981333,77.2063998
B.R. HOSPITAL,31.013061,75.789532
NANAK SAR,52.80886635,-2.104158481
BHAJAN PURA,26.722537,78.4308385
C-4 YAMUNA VIHAR,28.7006347,77.28338903
HARSH VIHAR,29.2296962,79.5106004
SARAI KALE KHAN (ISBT),28.58503755,77.25875979
ROAD BRIDGE,37.370363,-83.056597
DELHI GATE,28.6392174,77.2407795
RED FORT,28.65608095,77.24079592
ISBT,30.11294325,78.29572465
B.R.HOSPITAL,31.013061,75.789532
NANAK SAR,52.80886635,-2.104158481
BHAJANPURA,28.7588936,78.9748764
C-4 Y.VIHAR,12.98882915,77.6595191
NAND NAGRI DEPOT,28.69780895,77.30570108
"Krishi Bhawan,",28.614871,77.212476
"Mandi House,",28.6256122,77.2341966
"Delhi Gate,",28.6392174,77.2407795
"Red Fort,",28.65608095,77.24079592
"ISBT,",30.11294325,78.29572465
B.R.HOSPITAL,31.013061,75.789532
Nanak Sar,52.80886635,-2.104158481
BHAJAN PURA,26.722537,78.4308385
SHIVAJI STADIUM,28.6288963,77.2113218
VIVEKANAND MARG,21.6402398,69.6161302
DELHI GATE,28.6392174,77.2407795
SHANTI VAN,28.6488415,77.2480304
GANDHI NAGAR PUSTA,28.6583041,77.2619768
SEELAM PUR,28.6855429,77.2615922
SHAHDARA,28.6758661,77.29850777
SEELAM PUR,28.6855429,77.2615922
GANDHI NAGAR PUSTA,28.6583041,77.2619768
SHANTI VAN,28.6488415,77.2480304
DELHI GATE,28.6392174,77.2407795
SUPREME COURT,28.6216268,77.23908618
ASHRAM,28.5724231,77.2585979
HOLY FAMILY HOSPITAL,24.8721154,67.02786457
OKHLA,28.5636616,77.2890546
KENDRIYA TERMINAL.,28.619499,77.2060548
JANTAR MANTAR,26.9247389,75.8244663
MANDI HOUSE,28.6256122,77.2341966
RAINY WELL,28.6282644,77.2606262
SHAKAR PUR,32.26271,75.1650181
HARGOVIND ENCLAVE,28.6478898,77.30050063
YOJANA VIHAR,28.6622557,77.3168242
SURYA NAGAR,28.6685246,77.3307037
DILSHAD GARDEN,28.6806819,77.3220645
MODI MILL,28.5554693,77.2651135
SARAI KALE KHAN,28.5866263,77.25622818
ROAD BRIDGE(E),37.370363,-83.056597
PUSHTA CROSSING,28.6284,77.2716623
13-BLK.TRILOK PURI,28.6126165,77.3061776
KALYAN PURI,28.6159271,77.317636
KAMLA MARKET,28.6786683,77.2072566
DELHI GATE,28.6392174,77.2407795
RAINY WELL,28.6282644,77.2606262
MOTHER DAIRY,13.09600155,77.57316625
13-BLK.TRILOK PURI,28.6126165,77.3061776
DELHI GATE,28.6392174,77.2407795
RAINY WELL,28.6282644,77.2606262
MOTHER DAIRY,13.09600155,77.57316625
13-BLK.TRILOK PURI,28.6126165,77.3061776
MAYUR VIHAR PHASE -II,28.604166,77.29044417
AMBEDKAR STADIUM,16.8297442,75.72241078
AJMERI GATE,26.9164568,75.8186365
WEST PATEL NAGAR.,28.6519279,77.162923
MOTI NAGAR.,28.657859,77.1424288
RAJA GARDEN,28.652182,77.1263056
TILAK NAGAR.,28.6365482,77.0964961
UTTAM NAGAR TERMINAL,28.6261254,77.06831
AJMERI GATE,26.9164568,75.8186365
DELHI GATE,28.6392174,77.2407795
RAINY WELL,28.6282644,77.2606262
MOTHER DAIRY,13.09600155,77.57316625
13-BLK TRILOK PURI,28.6126165,77.3061776
KALYAN PURI.,28.6159271,77.317636
INDER PURI,28.729945,77.1707212
TELEPHONE EXCHANGE,21.148814,79.1182431
MANDIR MARG,28.7139459,77.1792056
RML HOSP.,41.8758684,-87.7124624
KENDRIYA TERMINAL,28.619499,77.2060548
KRISHI BHAWAN,28.614871,77.212476
MANDI HOUSE,28.6256122,77.2341966
RAINY WELL,28.6282644,77.2606262
JHEEL.,29.537008,76.1163443
VIVEK VIHAR,28.6691641,77.31226695
SURYA NAGAR,28.6685246,77.3307037
HARGOVIND ENCLAVE,28.6478898,77.30050063
SHAKAR PUR,32.26271,75.1650181
RAINY WELL,28.6282644,77.2606262
MANDI HOUSE,28.6256122,77.2341966
PANCHKUIAN ROAD,28.6395128,77.2082925
TELEPHONE EXCH.,52.6367681,1.5393513
W. PATEL NAGAR,28.6519279,77.162923
SHIVAJI STADIUM,28.6288963,77.2113218
GOVT.PRESS,8.4950554,76.9503802
RAINY WELL,28.6282644,77.2606262
JHEEL,29.537008,76.1163443
KANTI NAGAR,26.9287779,75.8038897
SHAHDARA TERMINAL,28.67402505,77.28722182
SHAHDARA TERMINAL,28.67402505,77.28722182
H.P. DEPOT,12.05608075,15.03581487
KALYAN PURI,28.6159271,77.317636
VISHWA BHARTI SCHOOL,34.0966116,74.8279963
SHAHDARA TERMINAL,28.67402505,77.28722182
H.P. DEPOT,12.05608075,15.03581487
KALYAN PURI,28.6159271,77.317636
VISHWA BHARTI SCHOOL,34.0966116,74.8279963
DHAULA KUAN,28.5948845,77.162261
MOTI BAGH,28.6673671,77.18443756
NAUROJI NAGAR,28.5685678,77.1934447
AIIMS,28.5668602,77.2078058
Andrews Ganj,28.5645794,77.2280478
TOLL BRIDGE CORNER,44.85872625,-69.86376326
VISHWA BHARTI SCHOOL,34.0966116,74.8279963
ADARSH NAGAR,28.7165805,77.1704223
MODEL TOWN-II,28.707334,77.1885231
DHAKKA  VILLAGE,28.6922118,80.4034932
G.T.B. NAGAR,10.1972151,76.3871006
MAJNU KA TILA,28.6986766,77.2260118
NANAK SAR,52.80886635,-2.104158481
BHAJAN PURA,26.722537,78.4308385
C-4 YAMUNA VIHAR,28.7006347,77.28338903
GTB HOSPITAL,28.6832783,77.30964685
DILSHAD GARDEN GT ROAD,28.6758798,77.3116919
SURYA NAGAR,19.4029227,78.33238
ANAND VIHAR (ISBT),28.6490523,77.3182836
HAUZ KHAS TERMINAL,28.51407525,77.22830445
S.J.HOSPITAL,13.0360827,77.575065
S.J.AIRPORT,60.3187687,24.9681249
PRITHVI RAJ ROAD,25.9464265,83.57163947
SHAHJAHAN ROAD,28.6037685,77.2244183
SUPREME COURT,28.6216268,77.23908618
RAINY WELL,28.6279924,77.2609314
SHAKAR PUR,32.26271,75.1650181
SEELAMPUR,28.6698165,77.2668137
NAND NAGARI DEPOT,28.6991007,77.3061771
Modern School Vasant Vihar,28.562201,77.15724363
S.M. Temple,11.875398,75.57953549
R.K. Puram Sec.-1,25.6155175,85.040487
Bharti Nagar,28.5967192,77.2287497
Supreme Court,28.6216268,77.23908618
Rainy Well,28.6279924,77.2609314
Vivek Vihar Police Station,28.6599766,77.2671907
Vivek Vihar Terminal,28.656161,77.3198823
KENDRIYA TERMINAL,28.619499,77.2060548
JANTAR MANTAR,26.9247389,75.8244663
MANDI HOUSE,28.6256122,77.2341966
RAINY WELL,28.6279924,77.2609314
SHAKAR PUR,32.26271,75.1650181
VIVEK VIHAR,28.6691641,77.31226695
SURYA NAGAR,19.4029227,78.33238
SEEMA PURI,28.6985971,77.31126858
ANAND GRAM,28.6888237,77.3220459
ANAND VIHAR  ISBT,28.6490523,77.3182836
SURYA NAGAR,19.4029227,78.33238
DILSHAD GARDEN GT ROAD,28.6758798,77.3116919
GTB HOSP.,28.6832783,77.30964685
JYOTI COLONY,28.6877882,77.28951953
C-4 YAMUNA VIHAR,28.7006347,77.28338903
BHAJAN PURA,26.722537,78.4308385
NANAK SAR,52.80886635,-2.104158481
B.R.HOSP.,31.013061,75.789532
G.T.B.NAGAR,10.1972151,76.3871006
MODEL TOWN-II,28.707334,77.1885231
ADARSH NAGAR,28.7165805,77.1704223
G.T.K.DEPOT,14.5305543,75.80889143
BUDH PUR,28.7816996,77.1410657
ALIPUR,23.2825909,77.77736714
DURGA MANDIR,23.6645817,87.692137
MINDA FARM,-33.4577209,142.5262061
S.J.HOSPITAL,13.0360827,77.575065
S.J.AIRPORT,60.3187687,24.9681249
BHARTI NAGAR,28.5967192,77.2287497
SHAHJAHAN ROAD,28.6037685,77.2244183
HIGH COURT,13.0872681,80.2849845
PRAGATI MAIDAN,28.61723775,77.24346159
ROAD BRIDGE(E),37.370363,-83.056597
PUSHTA CROSSING,28.6284,77.2716623
PPG VILLAGE,42.1042132,-76.05297861
13-BLK.TRILOK PURI,28.6126165,77.3061776
KALYAN PURI,28.6159271,77.317636
ISBT,30.11294325,78.29572465
RED FORT,28.65608095,77.24079592
DELHI GATE,28.6392174,77.2407795
ITO(R/ROAD),13.82847355,100.5669382
RAINY WELL,28.6279924,77.2609314
MOTHER DAIRY,13.09600155,77.57316625
PUSHTA CROSSING,28.6284,77.2716623
HINDON REGULATOR,28.5846442,77.3003653
VISHWA BHARTI SCHOOL,34.0966116,74.8279963
ISBT,30.11294325,78.29572465
RED FORT,28.65608095,77.24079592
DELHI GATE,28.6392174,77.2407795
ITO(R/ROAD),13.82847355,100.5669382
RAINY WELL,28.6279924,77.2609314
MOTHER DAIRY,13.09600155,77.57316625
PUSHTA CROSSING,28.6284,77.2716623
HINDON REGULATOR,28.5846442,77.3003653
VISHWA BHARTI SCHOOL,34.0966116,74.8279963
MORI GATE TERMINAL,28.6661191,77.2216526
RED FORT,28.65608095,77.24079592
DELHI GATE,28.6392174,77.2407795
ITO(R/ROAD),13.82847355,100.5669382
RAINY WELL,28.6279924,77.2609314
MOTHER DAIRY,13.09600155,77.57316625
VINOD NAGAR,28.623803,77.29837774
MAYUR VIHAR PHASE-II,28.604166,77.29044417
KALYAN PURI,28.6159271,77.317636
NEW KONDLI,28.60698375,77.33889921
MANDI HOUSE,28.6256122,77.2341966
,46.3144754,11.0480288
RAINY WELL,28.6279924,77.2609314
MOTHER DAIRY,13.09600155,77.57316625
VINOD NAGAR,28.623803,77.29837774
MAYUR VIHAR PHASE-II,28.604166,77.29044417
MANDI HOUSE,28.6256122,77.2341966
PRAGATI MAIDAN,28.61723775,77.24346159
ROAD BRIDGE CROSSING,34.465403,-83.063224
PUSHTA CROSSING,28.6284,77.2716623
HINDON REGULATOR,28.5846442,77.3003653
ANAND VIHAR ISBT,28.6490523,77.3182836
SWARN CINEMA,28.6626675,77.2862452
SEELAMPUR,28.6698165,77.2668137
BABAR PUR,27.2218676,77.9542352
C-4 YAMUNA VIHAR,28.7006347,77.28338903
BHAJAN PURA,26.722537,78.4308385
CRPF CAMP,22.1003444,85.28795732
SANT NAGAR,28.4129792,77.3088405
PANT NAGAR,28.58529855,77.24356543
SUNDAR NAGAR,10.97948,78.03112
PRAGATI MAIDAN,28.61723775,77.24346159
ITO RING RD,35.1522655,136.8764242
RAINY WELL,28.6279924,77.2609314
SHAKAR PUR,32.26271,75.1650181
SEELAM PUR,28.6855429,77.2615922
BABAR PUR,27.2218676,77.9542352
NAND NAGRI DEPOT,28.69780895,77.30570108
SANT NAGAR,28.4129792,77.3088405
Central School,35.7106924,-79.8036441
DEFENCE COLONY,28.5713575,77.2330402
